CI Name (aff);CI Type (aff);CI Subtype (aff);Service Component WBS (aff);Incident ID;Status;Impact;Urgency;Priority;Category;KM number;Alert Status;# Reassignments;Open Time;Reopen Time;Resolved Time;Close Time;Handle Time (Hours);Closure Code;# Related Interactions;Related Interaction;# Related Incidents;# Related Changes;Related Change;CI Name (CBy);CI Type (CBy);CI Subtype (CBy);ServiceComp WBS (CBy);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002612;Closed;4;4;4;incident;KM0001736;closed;0;04/10/2013 10:51:42;;04/10/2013 10:57:28;04/10/2013 10:57:31;0,096944444;Operator error;1;SD0005673;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000834;application;Server Based Application;WBS000223;IM0002613;Closed;4;4;4;incident;KM0001311;closed;2;04/10/2013 10:54:24;;04/10/2013 13:38:31;04/10/2013 13:38:34;2,736111111;Software;1;SD0005586;;;;SBA000834;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCE000077;hardware;DataCenterEquipment;WBS000267;IM0002614;Closed;3;3;3;incident;KM0000182;closed;0;03/10/2013 20:12:59;;04/10/2013 14:13:42;04/10/2013 14:13:45;1,4625;Hardware;1;SD0005181;;;;DCE000077;hardware;DataCenterEquipment;WBS000267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000025;application;Desktop Application;WBS000110;IM0002615;Closed;4;4;4;incident;KM0000833;closed;0;04/10/2013 07:59:58;;04/10/2013 09:18:35;04/10/2013 09:18:39;1,311388889;Software;1;SD0005186;;;;DTA000025;application;Desktop Application;WBS000110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000027;application;Desktop Application;WBS000217;IM0002616;Closed;4;4;4;incident;KM0001145;closed;0;04/10/2013 08:22:27;;04/10/2013 14:45:09;04/10/2013 14:45:27;2,6575;No error - works as designed;1;SD0005189;;;;DTA000027;application;Desktop Application;WBS000217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000145;application;Web Based Application;WBS000073;IM0002617;Closed;4;4;4;incident;KM0001422;closed;3;04/10/2013 08:42:00;;18/10/2013 11:42:10;18/10/2013 11:42:27;49,85388889;No error - works as designed;1;SD0005194;;;;WBA000145;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000424;subapplication;Web Based Application;WBS000073;IM0002618;Closed;5;5;5;incident;KM0000703;closed;0;04/10/2013 09:04:26;;04/10/2013 09:24:58;04/10/2013 09:25:01;0,341111111;Other;1;SD0005202;;;;SUB000424;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0002619;Closed;5;5;5;request for information;KM0001113;closed;2;04/10/2013 09:26:03;;08/10/2013 15:35:03;08/10/2013 15:35:06;27,15083333;Other;1;SD0005217;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000027;application;Desktop Application;WBS000217;IM0002620;Closed;4;4;4;incident;KM0000903;closed;1;04/10/2013 09:33:41;;10/10/2013 09:38:26;10/10/2013 09:38:30;42,08027778;Software;1;SD0005218;;;;DTA000027;application;Desktop Application;WBS000217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000464;application;Server Based Application;WBS000073;IM0002621;Closed;4;4;4;incident;KM0001797;closed;2;04/10/2013 09:56:47;;11/10/2013 08:41:42;11/10/2013 08:41:49;9,666388889;No error - works as designed;1;SD0005233;;;;SBA000464;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002622;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 09:59:48;;04/10/2013 11:21:23;04/10/2013 11:21:56;1,368888889;Software;1;SD0005237;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000818;application;Server Based Application;WBS000242;IM0002623;Closed;4;4;4;incident;KM0001322;closed;0;04/10/2013 10:11:24;;04/10/2013 11:17:08;04/10/2013 11:17:10;1,096111111;User error;1;SD0005592;;;;#N/B;#N/B;#N/B;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002624;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 10:14:48;;04/10/2013 11:35:08;04/10/2013 11:35:53;1,351388889;Software;1;SD0005596;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0002625;Closed;4;4;4;incident;KM0001829;closed;0;04/10/2013 10:30:25;;04/10/2013 10:54:59;04/10/2013 10:55:02;0,410277778;Software;1;SD0005603;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0002626;Closed;4;4;4;incident;KM0001365;closed;0;04/10/2013 10:33:31;;04/10/2013 13:41:29;04/10/2013 13:41:41;3,136111111;User manual not used;1;SD0005602;;;;SBA000464;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APP000005;application;Citrix;WBS000292;IM0002627;Closed;4;4;4;incident;KM0001476;closed;2;04/10/2013 10:34:19;;08/10/2013 12:01:13;08/10/2013 12:01:15;8,535277778;Unknown;1;SD0005605;;;;APP000005;application;Citrix;WBS000292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002628;Closed;4;4;4;incident;KM0000741;closed;0;04/10/2013 10:41:16;;04/10/2013 11:08:00;04/10/2013 11:08:03;0,446388889;Software;1;SD0005610;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002629;Closed;4;4;4;incident;KM0000741;closed;0;04/10/2013 10:41:45;;04/10/2013 11:12:13;04/10/2013 11:12:16;0,508611111;Software;1;SD0005607;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000462;application;Server Based Application;WBS000073;IM0002630;Closed;4;4;4;incident;KM0001365;closed;2;04/10/2013 10:43:42;;04/10/2013 13:04:55;04/10/2013 13:05:00;2,355;User error;1;SD0005606;;;;SBA000462;application;Server Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000805;application;Server Based Application;WBS000016;IM0002631;Closed;3;3;3;incident;KM0000938;closed;1;04/10/2013 10:45:28;;08/10/2013 09:18:00;08/10/2013 09:18:03;19,54305556;Hardware;1;SD0005614;;;;SBA000805;application;Server Based Application;WBS000016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000427;application;Server Based Application;WBS000307;IM0002632;Closed;3;3;3;incident;KM0001350;closed;0;04/10/2013 10:45:35;;04/10/2013 10:53:12;04/10/2013 10:53:17;0,128333333;Other;1;SD0005612;;;;SBA000427;application;Server Based Application;WBS000307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBA000014;application;Client Based Application;WBS000073;IM0002633;Closed;4;4;4;incident;KM0001707;closed;2;04/10/2013 10:49:23;;10/10/2013 14:58:01;10/10/2013 15:00:00;3,811666667;User error;1;SD0005609;;;;CBA000014;application;Client Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000094;application;Web Based Application;WBS000073;IM0002634;Closed;5;5;5;incident;KM0001690;closed;0;04/10/2013 10:50:39;;07/10/2013 07:55:19;07/10/2013 07:55:22;7,578611111;Other;1;SD0005617;;;;WBA000094;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002635;Closed;4;4;4;incident;KM0000738;closed;2;04/10/2013 10:51:11;;15/10/2013 11:30:15;15/10/2013 11:30:17;8,845277778;Other;1;SD0005600;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCN000001;officeelectronics;Scanner;WBS000125;IM0002636;Closed;3;3;3;incident;KM0001491;closed;3;04/10/2013 10:52:47;04/10/2013 11:43:05;17/10/2013 13:31:15;17/10/2013 13:31:42;18,22555556;No error - works as designed;2;#MULTIVALUE;;;;SCN000001;officeelectronics;Scanner;WBS000125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000056;application;Desktop Application;WBS000091;IM0002637;Closed;3;3;3;incident;KM0001012;closed;2;04/10/2013 10:55:52;;;04/10/2013 15:21:54;4,433888889;Software;1;SD0005615;;;;SUB000002;subapplication;Citrix;WBS000098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000148;application;Web Based Application;WBS000172;IM0002638;Closed;5;5;5;incident;KM0001979;closed;1;04/10/2013 10:57:14;;04/10/2013 11:03:33;04/10/2013 11:03:36;0,103333333;User error;1;SD0005621;;;;WBA000148;application;Web Based Application;WBS000172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0002639;Closed;5;5;5;request for information;KM0001825;closed;2;04/10/2013 11:02:29;;09/10/2013 16:54:56;09/10/2013 16:55:03;15,16333333;Software;1;SD0005623;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000690;application;Server Based Application;WBS000228;IM0002640;Closed;3;3;3;incident;KM0001709;closed;8;04/10/2013 11:12:12;;16/10/2013 14:05:41;16/10/2013 14:05:56;21,27166667;Other;1;SD0005628;;;;SBA000690;application;Server Based Application;WBS000228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000295;application;Server Based Application;WBS000268;IM0002641;Closed;3;3;3;incident;KM0000363;closed;0;04/10/2013 11:17:43;;04/10/2013 11:57:13;04/10/2013 11:57:27;0,391111111;Other;1;SD0005636;;;;SBA000296;application;Server Based Application;WBS000053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0002642;Closed;5;5;5;request for information;KM0001113;closed;0;04/10/2013 11:19:47;;14/10/2013 09:34:43;14/10/2013 09:34:53;61,25166667;Other;1;SD0005637;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000263;application;Server Based Application;WBS000072;IM0002643;Closed;5;5;5;request for information;KM0001113;closed;0;04/10/2013 11:20:48;;14/10/2013 10:14:10;14/10/2013 10:14:13;61,89027778;Other;1;SD0005639;;;;SBA000263;application;Server Based Application;WBS000072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0002644;Closed;4;4;4;incident;KM0001345;closed;0;04/10/2013 11:36:22;;04/10/2013 12:04:20;04/10/2013 12:04:25;0,4675;Software;1;SD0005644;;;;SUB000113;subapplication;Server Based Application;WBS000095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0002645;Closed;5;5;5;request for information;KM0000226;closed;0;04/10/2013 11:42:21;;04/10/2013 12:23:04;04/10/2013 12:23:07;0,679444444;User error;1;SD0005650;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000811;application;Server Based Application;WBS000223;IM0002646;Closed;5;5;5;incident;KM0000060;closed;0;04/10/2013 11:42:51;;04/10/2013 12:00:19;04/10/2013 12:00:22;0,291944444;Software;1;SD0005634;;;;SBA000811;application;Server Based Application;WBS000223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAP000004;application;SAP;WBS000271;IM0002647;Closed;5;5;5;request for information;KM0001270;closed;2;04/10/2013 11:43:25;;07/10/2013 14:27:52;07/10/2013 14:27:54;13,24138889;Other;1;SD0005653;;;;SAP000004;application;SAP;WBS000271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000103;application;Web Based Application;WBS000073;IM0002648;Closed;4;4;4;incident;KM0001624;closed;0;04/10/2013 11:46:52;;04/10/2013 11:52:29;04/10/2013 11:52:33;0,094722222;Software;1;SD0005656;;;;WBA000103;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000131;application;Server Based Application;WBS000023;IM0002649;Closed;3;3;3;incident;KM0000940;closed;0;04/10/2013 11:48:02;;04/10/2013 11:53:21;04/10/2013 11:53:24;0,089444444;User error;1;SD0005657;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000442;subapplication;Web Based Application;WBS000125;IM0002650;Closed;5;5;5;request for information;KM0000202;closed;0;04/10/2013 11:51:11;;15/10/2013 08:41:49;15/10/2013 08:42:08;10,06194444;Software;2;#MULTIVALUE;;;;SBA000698;application;Server Based Application;WBS000090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000113;subapplication;Server Based Application;WBS000095;IM0002651;Closed;5;5;5;request for information;KM0000226;closed;0;04/10/2013 12:01:17;;04/10/2013 13:54:26;04/10/2013 13:54:43;1,890555556;Other;1;SD0005667;;;;SUB000113;subapplication;Server Based Application;WBS000095;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0002652;Closed;4;4;4;incident;KM0001153;closed;3;04/10/2013 12:02:11;;21/10/2013 17:44:27;21/10/2013 17:44:31;121,2055556;Software;1;SD0005660;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000810;computer;Banking Device;WBS000146;IM0002653;Closed;4;4;4;incident;KM0000274;closed;1;04/10/2013 12:03:06;;11/10/2013 14:36:28;11/10/2013 14:36:32;0,134444444;Other;1;SD0005669;;;;CBD000810;computer;Banking Device;WBS000146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000616;application;Desktop Application;WBS000092;IM0002654;Closed;5;5;5;incident;KM0001623;closed;0;04/10/2013 12:05:36;;07/10/2013 09:12:35;07/10/2013 09:12:40;0,012222222;Software;1;SD0005668;;;;DTA000616;application;Desktop Application;WBS000092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBD000537;computer;Banking Device;WBS000146;IM0002655;Closed;2;2;2;incident;KM0000274;closed;0;04/10/2013 12:12:38;;04/10/2013 16:35:18;04/10/2013 16:35:25;4,379722222;Hardware;1;SD0005881;;;;CBD000537;computer;Banking Device;WBS000146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000439;application;Server Based Application;WBS000219;IM0002656;Closed;5;5;5;request for information;KM0001860;closed;2;04/10/2013 08:43:31;;22/10/2013 13:53:07;22/10/2013 13:53:09;69,70027778;User error;1;SD0005152;;;;SBA000439;application;Server Based Application;WBS000219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002657;Closed;4;4;4;incident;KM0000622;closed;0;04/10/2013 08:51:21;;04/10/2013 11:12:57;04/10/2013 11:13:12;2,364166667;Software;1;SD0005159;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000173;application;Server Based Application;WBS000163;IM0002658;Closed;3;3;3;incident;KM0000940;closed;0;04/10/2013 08:58:42;;04/10/2013 09:24:45;04/10/2013 09:24:48;0,435;User error;1;SD0005162;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002659;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 09:25:32;;04/10/2013 11:02:36;04/10/2013 11:04:15;1,645277778;Software;1;SD0005388;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0002660;Closed;4;4;4;incident;KM0001106;closed;15;04/10/2013 09:28:26;21/03/2014 11:02:31;28/03/2014 16:08:56;28/03/2014 16:08:59;268,0572222;Other;3;#MULTIVALUE;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000023;application;Desktop Application;WBS000093;IM0002661;Closed;4;4;4;incident;KM0001926;closed;3;04/10/2013 09:31:40;;07/10/2013 14:47:33;07/10/2013 14:47:36;12,36583333;Software;1;SD0005379;;;;DTA000023;application;Desktop Application;WBS000093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0002662;Closed;4;4;4;incident;KM0001106;closed;1;04/10/2013 09:32:25;;04/10/2013 10:43:13;04/10/2013 10:43:33;1,185555556;Other;1;SD0005395;;;;SBA000607;application;Server Based Application;WBS000263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CBA000014;application;Client Based Application;WBS000073;IM0002663;Closed;4;4;4;incident;KM0001692;closed;1;04/10/2013 09:33:16;;04/10/2013 09:43:04;04/10/2013 09:43:09;0,164722222;Other;1;SD0005393;;;;CBA000014;application;Client Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000011;application;Desktop Application;WBS000089;IM0002664;Closed;4;4;4;incident;KM0000092;closed;0;04/10/2013 09:33:54;;04/10/2013 09:36:37;04/10/2013 09:37:33;0,016111111;Software;1;SD0005383;;;;DTA000011;application;Desktop Application;WBS000089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002665;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 09:35:10;;04/10/2013 11:09:00;04/10/2013 11:09:02;1,564444444;Software;1;SD0005396;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTA000616;application;Desktop Application;WBS000092;IM0002666;Closed;4;4;4;incident;KM0002055;closed;0;04/10/2013 09:35:34;;04/10/2013 13:50:38;04/10/2013 13:50:49;4,254166667;Software;1;SD0005389;;;;SBA000698;application;Server Based Application;WBS000090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002667;Closed;4;4;4;incident;KM0001096;closed;0;04/10/2013 09:37:03;25/10/2013 11:18:09;25/10/2013 12:07:00;25/10/2013 12:07:12;1,019722222;Other;3;#MULTIVALUE;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002668;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 09:37:17;;04/10/2013 11:10:27;04/10/2013 11:10:30;1,553611111;Software;1;SD0005397;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000131;application;Server Based Application;WBS000023;IM0002669;Closed;3;4;3;incident;KM0000283;closed;1;04/10/2013 09:45:00;;;04/10/2013 09:53:53;0,148055556;Other;1;SD0005401;;;;SBA000131;application;Server Based Application;WBS000023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000131;application;Server Based Application;WBS000023;IM0002670;Closed;3;3;3;incident;KM0000940;closed;2;04/10/2013 09:52:24;;14/10/2013 08:25:07;14/10/2013 08:25:33;1,715;Other;1;SD0005406;;;;SBA000131;application;Server Based Application;WBS000023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000607;application;Server Based Application;WBS000263;IM0002671;Closed;5;5;5;request for information;KM0001825;closed;4;04/10/2013 09:57:08;04/10/2013 14:10:05;11/10/2013 14:37:35;11/10/2013 14:37:38;53,75666667;Other;2;#MULTIVALUE;;;;SAN000184;storage;SAN;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSK000556;computer;Desktop;WBS000187;IM0002672;Closed;5;5;5;incident;KM0001446;closed;1;04/10/2013 10:02:04;;07/10/2013 13:34:26;07/10/2013 13:34:52;14,04666667;Software;2;#MULTIVALUE;;;;DSK000556;computer;Desktop;WBS000187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000172;application;Server Based Application;WBS000014;IM0002673;Closed;3;3;3;incident;KM0000426;closed;2;04/10/2013 10:03:22;;14/10/2013 16:27:10;14/10/2013 16:27:13;69,3975;Other;1;SD0005400;;;;SBA000172;application;Server Based Application;WBS000014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000088;application;Server Based Application;WBS000017;IM0002674;Closed;4;4;4;incident;KM0000096;closed;0;04/10/2013 10:09:40;;04/10/2013 11:27:40;04/10/2013 11:27:43;0,171388889;Unknown;1;SD0005414;;;;SBA000088;application;Server Based Application;WBS000017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000259;application;Server Based Application;WBS000040;IM0002675;Closed;4;5;4;incident;KM0000200;closed;0;04/10/2013 10:14:46;;09/10/2013 09:54:35;09/10/2013 09:54:43;4,851944444;Other;1;SD0005419;;1;C00001250;SBA000259;application;Server Based Application;WBS000040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000148;application;Web Based Application;WBS000172;IM0002676;Closed;5;5;5;incident;KM0001979;closed;0;04/10/2013 10:22:37;;04/10/2013 12:28:20;04/10/2013 12:28:27;2,097222222;Other;1;SD0005417;;;;WBA000148;application;Web Based Application;WBS000172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000146;application;Web Based Application;WBS000237;IM0002677;Closed;5;5;5;request for information;KM0000952;closed;2;04/10/2013 10:28:33;;04/10/2013 13:57:11;04/10/2013 13:57:16;3,476944444;Software;1;SD0005423;;;;WBA000147;application;Web Based Application;WBS000237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000659;application;Server Based Application;WBS000128;IM0002678;Closed;4;4;4;incident;KM0002059;closed;0;04/10/2013 10:52:29;;04/10/2013 11:37:12;04/10/2013 11:37:23;0,748333333;Software;1;SD0005436;;;;SBA000659;application;Server Based Application;WBS000128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000133;application;Web Based Application;WBS000073;IM0002679;Closed;4;4;4;incident;KM0001896;closed;0;04/10/2013 10:57:36;;04/10/2013 11:07:55;04/10/2013 11:07:58;0,172777778;Operator error;1;SD0005437;;;;WBA000133;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000539;subapplication;Web Based Application;WBS000073;IM0002680;Closed;4;4;4;incident;KM0000852;closed;1;04/10/2013 10:58:52;;07/10/2013 16:50:20;07/10/2013 16:50:23;16,35861111;Software;1;SD0005438;;;;WBA000144;application;Web Based Application;WBS000318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB000456;subapplication;Web Based Application;WBS000073;IM0002681;Closed;3;3;3;incident;KM0001036;closed;0;04/10/2013 11:05:49;;04/10/2013 11:28:15;04/10/2013 11:28:18;0,374722222;Software;1;SD0005444;;;;SUB000456;subapplication;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SBA000131;application;Server Based Application;WBS000023;IM0002682;Closed;3;3;3;incident;KM0000940;closed;0;04/10/2013 11:13:59;;;04/10/2013 11:24:15;0,171111111;User error;1;SD0005753;;;;SSW000101;software;System Software;#N/B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBA000145;application;Web Based Application;WBS000073;IM0002683;Closed;5;5;5;incident;KM0001417;closed;0;04/10/2013 11:13:59;;10/10/2013 13:04:23;10/10/2013 13:04:26;43,84083333;User manual not used;1;SD0005750;;;;WBA000145;application;Web Based Application;WBS000073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
