CI Name (aff);CI Type (aff);CI Subtype (aff);Service Comp WBS (aff);Interaction ID;Status;Impact;Urgency;Priority;Category;KM number;Open Time (First Touch);Close Time;Closure Code;First Call Resolution;Handle Time (secs);Related Incident
SBA000747;application;Server Based Application;WBS000326;SD0015161;Closed;3;3;3;incident;KM0001490;16-10-2013 14:02;17-10-2013 9:38;Other;N;1829;IM0005988
SBA000607;application;Server Based Application;WBS000263;SD0015162;Closed;3;3;3;incident;KM0001106;16-10-2013 14:05;16-10-2013 17:11;Other;N;138;IM0005981
WBA000144;application;Web Based Application;WBS000318;SD0015163;Closed;4;4;4;incident;KM0000846;16-10-2013 14:09;16-10-2013 14:29;Other;N;260;IM0005982
SBA000295;application;Server Based Application;WBS000268;SD0015164;Closed;4;4;4;incident;KM0000368;16-10-2013 14:09;16-10-2013 15:02;No error - works as designed;N;340;IM0005984
CBD000959;computer;Banking Device;WBS000016;SD0015165;Closed;3;3;3;request for information;KM0000434;16-10-2013 14:15;16-10-2013 15:21;Other;N;1467;IM0005989
WBA000103;application;Web Based Application;WBS000073;SD0015166;Closed;4;4;4;incident;KM0001081;16-10-2013 14:16;18-10-2013 12:55;No error - works as designed;N;819;IM0005986
WBA000133;application;Web Based Application;WBS000073;SD0015167;Closed;4;4;4;incident;KM0001452;16-10-2013 14:16;17-10-2013 13:15;Data;N;468;IM0005985
WBA000011;application;Web Based Application;WBS000152;SD0015168;Closed;5;5;5;incident;KM0000075;16-10-2013 14:18;16-10-2013 14:23;User manual not used;Y;590;
DTA000591;application;Desktop Application;WBS000092;SD0015169;Closed;4;4;4;incident;KM0000468;16-10-2013 14:18;16-10-2013 14:24;No error - works as designed;Y;318;
SBA000659;application;Server Based Application;WBS000128;SD0015170;Closed;5;5;5;request for information;KM0001935;16-10-2013 14:22;16-10-2013 14:24;Questions;Y;97;
SUB000456;subapplication;Web Based Application;WBS000073;SD0015171;Closed;4;4;4;incident;KM0000748;16-10-2013 14:24;16-10-2013 14:41;Software;N;436;IM0005987
DTA000001;application;Desktop Application;WBS000092;SD0015172;Closed;5;5;5;incident;KM0001370;16-10-2013 14:25;16-10-2013 14:28;Software;Y;221;
DTA000011;application;Desktop Application;WBS000089;SD0015173;Closed;4;4;4;incident;KM0001553;16-10-2013 14:35;16-10-2013 14:50;Software;Y;906;
SBA000747;application;Server Based Application;WBS000326;SD0015174;Closed;3;3;3;incident;KM0001490;16-10-2013 14:35;16-10-2013 14:53;Other;Y;1092;
SBA000526;application;Server Based Application;WBS000236;SD0015175;Closed;3;3;3;request for information;KM0000503;16-10-2013 14:35;16-10-2013 14:37;Inquiry;N;2206;IM0003734
CBA000014;application;Client Based Application;WBS000073;SD0015176;Closed;5;5;5;incident;KM0001707;16-10-2013 14:38;16-10-2013 14:46;User error;Y;514;
SUB000533;subapplication;Web Based Application;WBS000073;SD0015177;Closed;4;4;4;incident;KM0001892;16-10-2013 14:39;16-10-2013 14:41;Other;Y;124;
CBD000199;computer;Banking Device;WBS000147;SD0015178;Closed;4;4;4;request for information;KM0000131;16-10-2013 14:41;16-10-2013 14:42;Questions;N;505;IM0005936
DTA000616;application;Desktop Application;WBS000092;SD0015179;Closed;5;5;5;incident;KM0000036;16-10-2013 14:41;16-10-2013 14:45;User error;Y;230;
WBA000011;application;Web Based Application;WBS000152;SD0015180;Closed;5;5;5;incident;KM0000075;16-10-2013 14:43;16-10-2013 14:46;Referred;Y;170;
SBA000659;application;Server Based Application;WBS000128;SD0015181;Closed;4;4;4;incident;KM0002059;16-10-2013 14:45;16-10-2013 15:12;Software;N;64;IM0005990
SBA000607;application;Server Based Application;WBS000263;SD0015182;Closed;5;5;5;request for information;KM0001877;16-10-2013 14:45;16-10-2013 14:50;Referred;Y;287;
WBA000124;application;Web Based Application;WBS000088;SD0015183;Closed;4;4;4;incident;KM0000611;16-10-2013 14:46;17-10-2013 16:16;Referred;N;880;IM0005991
DTA000591;application;Desktop Application;WBS000092;SD0015184;Closed;4;4;4;incident;KM0000468;16-10-2013 14:50;16-10-2013 14:57;User error;Y;381;
WBA000133;application;Web Based Application;WBS000073;SD0015185;Closed;4;5;4;incident;KM0000711;16-10-2013 14:51;16-10-2013 14:58;Software;Y;432;
DTA000616;application;Desktop Application;WBS000092;SD0015186;Closed;3;3;3;incident;KM0001903;16-10-2013 14:53;16-10-2013 15:03;Software;Y;600;
SSW000068;software;System Software;WBS000134;SD0015187;Closed;5;5;5;incident;KM0000195;16-10-2013 14:54;16-10-2013 15:00;No error - works as designed;Y;379;
WBA000133;application;Web Based Application;WBS000073;SD0015188;Closed;3;3;3;incident;KM0000773;16-10-2013 14:57;16-10-2013 15:02;Software;Y;302;
APP000005;application;Citrix;WBS000292;SD0015189;Closed;4;4;4;incident;KM0001131;16-10-2013 14:58;16-10-2013 15:09;User error;Y;665;
DTA000572;application;Desktop Application;WBS000135;SD0015190;Closed;5;5;5;request for information;KM0000549;16-10-2013 15:04;16-10-2013 15:15;Software;Y;666;
SUB000424;subapplication;Web Based Application;WBS000073;SD0015191;Closed;4;4;4;incident;KM0000705;16-10-2013 15:05;17-10-2013 13:53;Other;N;382;IM0005992
WBA000060;application;Web Based Application;WBS000073;SD0015192;Closed;4;4;4;incident;KM0001007;16-10-2013 15:11;16-10-2013 15:18;Other;Y;382;
WBA000128;application;Web Based Application;WBS000063;SD0015193;Closed;5;5;5;request for information;KM0000687;16-10-2013 15:13;16-10-2013 15:16;Questions;Y;162;
SBA000679;application;Server Based Application;WBS000284;SD0015194;Closed;4;4;4;incident;KM0000631;16-10-2013 15:15;14-11-2013 10:37;Other;N;291;IM0005993
WBA000148;application;Web Based Application;WBS000172;SD0015195;Closed;4;4;4;incident;KM0002068;16-10-2013 15:18;16-10-2013 15:20;Other;Y;271;
CNT000012;storage;Controller;WBS000182;SD0015196;Closed;3;3;3;incident;KM0001141;16-10-2013 15:20;17-10-2013 13:28;Hardware;N;293;IM0005994
APP000005;application;Citrix;WBS000292;SD0015197;Closed;4;4;4;incident;KM0001131;16-10-2013 15:23;16-10-2013 15:31;Other;Y;502;
WBA000082;application;Web Based Application;WBS000055;SD0015198;Closed;4;4;4;incident;KM0000401;16-10-2013 15:23;3-1-2014 14:12;Software;N;832;IM0005996
WBA000018;application;Web Based Application;WBS000073;SD0015199;Closed;4;4;4;incident;KM0000720;16-10-2013 15:24;18-10-2013 11:41;Software;N;369;IM0005995
SAN000182;storage;SAN;WBS000128;SD0015200;Closed;5;5;5;incident;KM0000450;16-10-2013 13:37;16-10-2013 13:39;Operator error;Y;134;
WBA000124;application;Web Based Application;WBS000088;SD0015201;Closed;5;5;5;incident;KM0000424;16-10-2013 13:37;16-10-2013 13:44;Software;Y;383;
SUB000424;subapplication;Web Based Application;WBS000073;SD0015202;Closed;4;4;4;incident;KM0000847;16-10-2013 13:41;16-10-2013 13:49;Other;Y;497;
SBA000189;application;Server Based Application;WBS000139;SD0015203;Closed;5;5;5;incident;KM0001029;16-10-2013 13:41;16-10-2013 13:49;Other;Y;480;
LAP000010;computer;Laptop;WBS000091;SD0015204;Closed;5;5;5;incident;KM0002089;16-10-2013 13:44;21-10-2013 11:49;Hardware;N;252;IM0006034
APP000004;application;Citrix;WBS000098;SD0015205;Closed;4;4;4;incident;KM0000912;16-10-2013 13:49;16-10-2013 14:01;Referred;Y;685;
SBA000782;application;Server Based Application;WBS000043;SD0015206;Closed;3;3;3;incident;KM0001763;16-10-2013 13:53;16-10-2013 14:51;Other;N;94;IM0006036
SUB000424;subapplication;Web Based Application;WBS000073;SD0015207;Closed;4;4;4;incident;KM0000702;16-10-2013 13:54;16-10-2013 14:01;Software;Y;423;
APP000005;application;Citrix;WBS000292;SD0015208;Closed;4;4;4;incident;KM0001131;16-10-2013 13:58;16-10-2013 17:27;Software;N;390;IM0006037
SUB000456;subapplication;Web Based Application;WBS000073;SD0015209;Closed;4;4;4;incident;KM0001736;16-10-2013 13:59;16-10-2013 14:46;Software;N;326;IM0006038
DTA000016;application;Desktop Application;WBS000096;SD0015210;Closed;4;4;4;incident;KM0001026;16-10-2013 14:02;16-10-2013 14:15;Software;Y;771;
WBA000133;application;Web Based Application;WBS000073;SD0015211;Closed;4;4;4;incident;KM0001691;16-10-2013 14:02;16-10-2013 14:34;Other;Y;1912;
DTA000016;application;Desktop Application;WBS000096;SD0015212;Closed;4;4;4;incident;KM0001026;16-10-2013 14:05;16-10-2013 14:13;Software;Y;463;
SUB000443;subapplication;Web Based Application;WBS000125;SD0015213;Closed;4;4;4;incident;KM0000985;16-10-2013 14:06;16-10-2013 14:26;Software;Y;1166;
SBA000010;application;Server Based Application;WBS000186;SD0015214;Closed;4;4;4;incident;KM0001957;16-10-2013 14:09;16-10-2013 14:14;Software;Y;645;
SUB000455;subapplication;Web Based Application;WBS000073;SD0015215;Closed;4;4;4;incident;KM0001728;16-10-2013 14:09;16-10-2013 14:12;Other;Y;147;
WBA000011;application;Web Based Application;WBS000152;SD0015216;Closed;5;5;5;incident;KM0000075;16-10-2013 14:11;16-10-2013 14:18;Referred;Y;417;
SBA000072;application;Server Based Application;WBS000244;SD0015217;Closed;4;4;4;incident;KM0000674;16-10-2013 14:13;8-11-2013 13:31;Data;N;279;IM0006039
WBA000133;application;Web Based Application;WBS000073;SD0015218;Closed;4;4;4;incident;KM0001313;16-10-2013 14:13;16-10-2013 14:25;Other;Y;1318;
DTA000048;application;Desktop Application;WBS000218;SD0015219;Closed;4;4;4;incident;KM0001427;16-10-2013 14:17;16-10-2013 14:28;Referred;Y;661;
SAN000182;storage;SAN;WBS000128;SD0015220;Closed;5;5;5;request for information;KM0000998;16-10-2013 14:19;16-10-2013 14:22;Referred;Y;196;
WBA000133;application;Web Based Application;WBS000073;SD0015221;Closed;4;5;4;incident;KM0000711;16-10-2013 14:23;16-10-2013 14:27;Referred;Y;230;
DTA000056;application;Desktop Application;WBS000091;SD0015222;Closed;3;3;3;incident;KM0001012;16-10-2013 14:29;17-10-2013 9:37;Software;N;847;IM0006043
DTA000616;application;Desktop Application;WBS000092;SD0015223;Closed;4;4;4;incident;KM0001968;16-10-2013 14:31;16-10-2013 14:34;Software;Y;199;
WBA000144;application;Web Based Application;WBS000318;SD0015224;Closed;4;4;4;incident;KM0001401;16-10-2013 14:33;22-10-2013 11:22;Other;N;493;IM0006041
WBA000011;application;Web Based Application;WBS000152;SD0015225;Closed;5;5;5;incident;KM0000075;16-10-2013 14:34;17-10-2013 8:22;Unknown;N;2317;IM0006049
SUB000113;subapplication;Server Based Application;WBS000095;SD0015226;Closed;5;5;5;request for information;KM0000225;16-10-2013 14:35;16-10-2013 15:01;Data;N;201;IM0006040
WBA000148;application;Web Based Application;WBS000172;SD0015227;Closed;4;4;4;incident;KM0002068;16-10-2013 14:36;16-10-2013 14:40;Software;Y;205;
WBA000144;application;Web Based Application;WBS000318;SD0015228;Closed;4;4;4;request for information;KM0000839;16-10-2013 14:37;16-10-2013 14:37;Inquiry;N;1276;IM0004830
CNT000008;storage;Controller;WBS000182;SD0015229;Closed;3;3;3;incident;KM0001141;16-10-2013 14:38;17-10-2013 15:56;Other;N;240;IM0006042
WBA000133;application;Web Based Application;WBS000073;SD0015230;Closed;4;4;4;incident;KM0000800;16-10-2013 14:40;16-10-2013 14:50;Software;Y;627;
WBA000133;application;Web Based Application;WBS000073;SD0015231;Closed;3;3;3;incident;KM0000773;16-10-2013 14:43;16-10-2013 14:47;Software;Y;255;
DTA000615;application;Desktop Application;WBS000102;SD0015232;Closed;4;3;3;incident;KM0001354;16-10-2013 14:43;16-10-2013 16:31;Operator error;N;992;IM0006045
DTA000053;application;Desktop Application;WBS000130;SD0015233;Closed;5;5;5;incident;KM0000473;16-10-2013 14:43;16-10-2013 14:48;Software;Y;305;
SBA000284;application;Server Based Application;WBS000077;SD0015234;Closed;3;3;3;incident;KM0000232;16-10-2013 14:48;16-10-2013 14:49;Software;Y;66;
SUB000545;subapplication;Web Based Application;WBS000073;SD0015235;Closed;5;5;5;incident;KM0000795;16-10-2013 14:49;22-10-2013 17:48;Software;N;912;IM0006046
SBA000805;application;Server Based Application;WBS000016;SD0015236;Closed;3;3;3;incident;KM0000938;16-10-2013 14:49;16-10-2013 14:53;Other;N;205;IM0006044
COM000003;computer;Omgeving;WBS000098;SD0015237;Closed;4;4;4;incident;KM0001610;16-10-2013 14:50;16-10-2013 15:05;Software;Y;909;
APP000004;application;Citrix;WBS000098;SD0015238;Closed;4;4;4;incident;KM0000920;16-10-2013 14:52;16-10-2013 14:58;Other;Y;381;
WBA000017;application;Web Based Application;WBS000138;SD0015239;Closed;3;3;3;incident;KM0001213;16-10-2013 14:54;17-10-2013 16:52;Software;N;404;IM0005762
WBA000133;application;Web Based Application;WBS000073;SD0015240;Closed;5;5;5;request for information;KM0000792;16-10-2013 14:59;16-10-2013 15:19;Other;Y;1215;
DTA000006;application;Desktop Application;WBS000092;SD0015241;Closed;4;4;4;incident;KM0000024;16-10-2013 14:59;16-10-2013 15:10;Software;Y;667;
SBA000172;application;Server Based Application;WBS000014;SD0015242;Closed;3;3;3;incident;KM0000426;16-10-2013 15:00;16-10-2013 15:08;Software;Y;481;
WBA000148;application;Web Based Application;WBS000172;SD0015243;Closed;4;4;4;incident;KM0001979;16-10-2013 15:01;16-10-2013 15:03;Software;Y;166;
CBD001183;computer;Banking Device;WBS000146;SD0015244;Closed;3;3;3;incident;KM0000274;16-10-2013 15:06;18-10-2013 9:12;Hardware;N;298;IM0006048
CBD000505;computer;Banking Device;WBS000146;SD0015245;Closed;4;4;4;incident;KM0000274;16-10-2013 15:07;17-10-2013 13:36;Other;N;133;IM0006047
LAP001167;computer;Laptop;WBS000187;SD0015246;Closed;5;5;5;incident;KM0001447;16-10-2013 15:08;24-10-2013 8:29;Hardware;N;699;IM0006051
SUB000535;subapplication;Web Based Application;WBS000066;SD0015247;Closed;5;5;5;incident;KM0000931;16-10-2013 15:11;1-11-2013 13:34;No error - works as designed;N;186;IM0006050
SBA000263;application;Server Based Application;WBS000072;SD0015248;Closed;5;5;5;request for information;KM0000259;16-10-2013 15:13;16-10-2013 15:14;Other;Y;110;
LAP000549;computer;Laptop;WBS000091;SD0015249;Closed;5;5;5;incident;KM0001447;16-10-2013 15:14;16-10-2013 15:18;Hardware;Y;207;
SBA000145;application;Server Based Application;WBS000094;SD0015250;Closed;5;5;5;incident;KM0000152;16-10-2013 15:19;16-10-2013 15:29;Software;Y;589;
SBA000729;application;Server Based Application;WBS000101;SD0015251;Closed;4;4;4;incident;KM0000866;16-10-2013 15:19;16-10-2013 15:22;Hardware;Y;159;
WBA000144;application;Web Based Application;WBS000318;SD0015252;Closed;4;4;4;request for information;KM0001796;16-10-2013 15:20;16-10-2013 15:21;Inquiry;N;353;IM0000119
WBA000058;application;Web Based Application;WBS000073;SD0015253;Closed;4;4;4;incident;KM0001241;16-10-2013 15:20;21-10-2013 13:28;Software;N;2128;IM0006057
SBA000026;application;Server Based Application;WBS000223;SD0015254;Closed;4;4;4;incident;KM0000777;16-10-2013 15:22;17-10-2013 8:41;Other;N;480;IM0006052
DSK000062;computer;Desktop;WBS000187;SD0015255;Closed;5;5;5;incident;KM0001446;16-10-2013 15:25;16-10-2013 15:29;Other;Y;211;
SBA000462;application;Server Based Application;WBS000073;SD0015256;Closed;4;4;4;incident;KM0001363;16-10-2013 15:27;16-10-2013 15:29;Other;Y;155;
SBA000462;application;Server Based Application;WBS000073;SD0015257;Closed;4;4;4;incident;KM0001364;16-10-2013 15:30;16-10-2013 15:33;Software;Y;217;
CBA000014;application;Client Based Application;WBS000073;SD0015258;Closed;4;4;4;incident;KM0001823;16-10-2013 15:32;16-10-2013 15:38;Software;Y;378;
SBA000172;application;Server Based Application;WBS000014;SD0015259;Closed;3;3;3;incident;KM0000426;16-10-2013 15:32;16-10-2013 15:34;Referred;Y;119;
SBA000464;application;Server Based Application;WBS000073;SD0015260;Closed;4;4;4;incident;KM0001369;16-10-2013 15:36;16-10-2013 15:56;Other;Y;1206;
SUB000426;subapplication;Web Based Application;WBS000073;SD0015261;Closed;4;4;4;incident;KM0000707;16-10-2013 15:37;16-10-2013 15:39;Software;Y;142;
SBA000462;application;Server Based Application;WBS000073;SD0015262;Closed;4;4;4;incident;KM0001363;16-10-2013 15:37;16-10-2013 15:43;Software;Y;355;
SUB000456;subapplication;Web Based Application;WBS000073;SD0015263;Closed;4;4;4;incident;KM0000748;16-10-2013 15:40;16-10-2013 15:42;Software;Y;137;
DTA000057;application;Desktop Application;WBS000094;SD0015264;Closed;5;5;5;incident;KM0001776;16-10-2013 15:43;16-10-2013 15:48;Software;Y;245;
DTA000057;application;Desktop Application;WBS000094;SD0015265;Closed;5;5;5;request for information;KM0000535;16-10-2013 15:43;18-10-2013 14:10;Other;N;218;IM0006053
SBA000462;application;Server Based Application;WBS000073;SD0015266;Closed;4;4;4;incident;KM0001142;16-10-2013 15:44;18-10-2013 14:54;Unknown;N;274;IM0006054
SBA000607;application;Server Based Application;WBS000263;SD0015267;Closed;5;5;5;request for information;KM0001825;16-10-2013 15:46;16-10-2013 17:03;Other;N;181;IM0006055
SBA000626;application;Server Based Application;WBS000255;SD0015268;Closed;5;5;5;incident;KM0000589;16-10-2013 15:46;16-10-2013 15:53;Software;Y;412;
DTA000591;application;Desktop Application;WBS000092;SD0015269;Closed;5;5;5;request for information;KM0000469;16-10-2013 13:49;16-10-2013 14:01;Software;Y;727;
APP000005;application;Citrix;WBS000292;SD0015270;Closed;4;4;4;incident;KM0001639;16-10-2013 13:53;16-10-2013 13:59;Other;Y;366;
SUB000442;subapplication;Web Based Application;WBS000125;SD0015271;Closed;4;4;4;incident;KM0001399;16-10-2013 13:55;16-10-2013 14:02;Software;Y;417;
WBA000011;application;Web Based Application;WBS000152;SD0015272;Closed;5;5;5;incident;KM0000081;16-10-2013 14:00;16-10-2013 14:18;Software;N;405;IM0006015
WBA000144;application;Web Based Application;WBS000318;SD0015273;Closed;4;4;4;incident;KM0000846;16-10-2013 14:04;16-10-2013 14:37;Other;N;195;IM0006016
DTA000616;application;Desktop Application;WBS000092;SD0015274;Closed;3;3;3;incident;KM0001625;16-10-2013 14:06;16-10-2013 14:12;Software;Y;372;
WBA000133;application;Web Based Application;WBS000073;SD0015275;Closed;4;4;4;incident;KM0000801;16-10-2013 14:11;16-10-2013 14:14;Software;Y;188;
WBA000133;application;Web Based Application;WBS000073;SD0015276;Closed;4;4;4;incident;KM0001452;16-10-2013 14:13;17-10-2013 9:51;Software;N;845;IM0006017
SBA000317;application;Server Based Application;WBS000048;SD0015277;Closed;5;4;4;incident;KM0001782;16-10-2013 14:14;16-10-2013 14:20;Software;Y;337;
DTA000616;application;Desktop Application;WBS000092;SD0015278;Closed;4;4;4;incident;KM0001968;16-10-2013 14:20;16-10-2013 14:24;Software;Y;267;
SUB000533;subapplication;Web Based Application;WBS000073;SD0015279;Closed;4;4;4;incident;KM0001892;16-10-2013 14:20;16-10-2013 14:23;Software;Y;170;
SBA000747;application;Server Based Application;WBS000326;SD0015280;Closed;4;4;4;incident;KM0001708;16-10-2013 14:24;18-10-2013 11:09;Hardware;N;274;IM0006018
CBD000034;computer;Banking Device;WBS000147;SD0015281;Closed;4;4;4;incident;KM0000131;16-10-2013 14:25;25-10-2013 12:23;Unknown;N;968;IM0006020
SBA000462;application;Server Based Application;WBS000073;SD0015282;Closed;5;5;5;incident;KM0001142;16-10-2013 14:29;30-10-2013 8:58;No error - works as designed;N;235;IM0006019
WBA000148;application;Web Based Application;WBS000172;SD0015283;Closed;4;5;4;incident;KM0000693;16-10-2013 14:36;17-10-2013 10:36;Other;N;374;IM0006021
SBA000017;application;Server Based Application;WBS000099;SD0015284;Closed;3;3;3;incident;KM0000017;16-10-2013 14:37;16-10-2013 14:38;Software;Y;82;
WBA000124;application;Web Based Application;WBS000088;SD0015285;Closed;5;5;5;request for information;KM0000334;16-10-2013 14:39;16-10-2013 14:42;Referred;Y;154;
SUB000523;subapplication;Web Based Application;WBS000073;SD0015286;Closed;4;4;4;incident;KM0000818;16-10-2013 14:40;16-10-2013 14:43;Other;Y;142;
