Incident ID;DateStamp;IncidentActivity_Number;IncidentActivity_Type;Assignment Group;KM number;Interaction ID
IM0000612;20-09-2013 15:08:27;001A5518081;Assignment;TEAM0108;KM0000185;SD0000821
IM0000612;20-09-2013 10:00:08;001A5511417;Operator Update;TEAM0108;KM0000185;SD0000821
IM0000612;20-09-2013 09:09:12;001A5512244;Open;TEAM0050;KM0000185;SD0000821
IM0000612;20-09-2013 15:08:27;001A5518082;Operator Update;TEAM0108;KM0000185;SD0000821
IM0000613;23-09-2013 15:08:05;001A5532141;Update from customer;TEAM0002;KM0000611;SD0000832
IM0000613;20-09-2013 13:36:54;001A5515467;Assignment;TEAM0003;KM0000611;SD0000832
IM0000613;20-09-2013 13:36:54;001A5515468;Status Change;TEAM0003;KM0000611;SD0000832
IM0000613;20-09-2013 15:38:28;001A5517173;Reassignment;TEAM0003;KM0000611;SD0000832
IM0000613;20-09-2013 13:33:33;001A5515450;Operator Update;TEAM0003;KM0000611;SD0000832
IM0000613;03-10-2013 10:35:18;001A5613577;Closed;TEAM0003;KM0000611;SD0000832
IM0000613;03-10-2013 10:14:56;001A5613522;Reassignment;TEAM0002;KM0000611;SD0000832
IM0000613;20-09-2013 15:38:28;001A5517175;Operator Update;TEAM0003;KM0000611;SD0000832
IM0000613;20-09-2013 12:53:11;001A5516795;Open;TEAM0002;KM0000611;SD0000832
IM0000613;03-10-2013 10:35:18;001A5613578;Caused By CI;TEAM0003;KM0000611;SD0000832
IM0000613;03-10-2013 10:14:56;001A5613523;Update from customer;TEAM0002;KM0000611;SD0000832
IM0000613;20-09-2013 13:36:54;001A5515469;Update;TEAM0003;KM0000611;SD0000832
IM0000613;20-09-2013 15:38:28;001A5517174;Assignment;TEAM0003;KM0000611;SD0000832
IM0000614;01-10-2013 12:42:05;001A5593101;Update;TEAM0102;KM0001825;SD0000831
IM0000614;23-09-2013 16:46:46;001A5533993;Communication with customer;TEAM0086;KM0001825;SD0000831
IM0000614;20-09-2013 13:09:29;001A5515411;Assignment;TEAM0086;KM0001825;SD0000831
IM0000614;20-09-2013 12:44:49;001A5515957;Reassignment;TEAM0102;KM0001825;SD0000831
IM0000614;20-09-2013 11:11:12;001A5515096;Open;TEAM0016;KM0001825;SD0000831
IM0000614;20-09-2013 12:44:49;001A5515958;Operator Update;TEAM0102;KM0001825;SD0000831
IM0000614;03-10-2013 14:53:44;001A5617089;Communication with customer;TEAM0086;KM0001825;SD0000831
IM0000614;11-10-2013 09:04:18;001A5664891;Status Change;TEAM0038;KM0001825;SD0000831
IM0000614;11-10-2013 09:04:18;001A5664892;Update;TEAM0038;KM0001825;SD0000831
IM0000614;11-10-2013 09:29:06;001A5666966;Pending vendor;TEAM0086;KM0001825;SD0000831
IM0000614;01-10-2013 07:22:42;001A5587308;Assignment;TEAM0102;KM0001825;SD0000831
IM0000614;01-10-2013 07:22:42;001A5587310;Update;TEAM0102;KM0001825;SD0000831
IM0000614;30-09-2013 14:16:39;001A5586212;Assignment;TEAM0086;KM0001825;SD0000831
IM0000614;30-09-2013 14:16:39;001A5586213;Communication with customer;TEAM0086;KM0001825;SD0000831
IM0000614;30-09-2013 14:16:39;001A5586211;Reassignment;TEAM0086;KM0001825;SD0000831
IM0000614;01-10-2013 07:22:42;001A5587309;Status Change;TEAM0102;KM0001825;SD0000831
IM0000614;16-10-2013 12:32:25;001A5703020;Closed;TEAM0086;KM0001825;SD0000831
IM0000614;16-10-2013 12:32:25;001A5703021;Caused By CI;TEAM0086;KM0001825;SD0000831
IM0000614;02-10-2013 08:18:39;001A5601595;Assignment;TEAM0102;KM0001825;SD0000831
IM0000614;02-10-2013 08:18:39;001A5601596;Update;TEAM0102;KM0001825;SD0000831
IM0000614;02-10-2013 08:18:38;001A5601594;Reassignment;TEAM0102;KM0001825;SD0000831
IM0000615;20-09-2013 12:53:15;001A5515385;Update;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 13:57:44;001A5515526;Assignment;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 15:40:07;001A5517669;Update;TEAM0013;KM0001952;SD0000833
IM0000615;20-09-2013 14:01:48;001A5515533;Assignment;TEAM0013;KM0001952;SD0000833
IM0000615;20-09-2013 13:57:44;001A5515525;Reassignment;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 13:57:44;001A5515527;Status Change;TEAM0050;KM0001952;SD0000833
IM0000615;23-09-2013 09:11:12;001A5528695;Status Change;TEAM0010;KM0001952;SD0000833
IM0000615;23-09-2013 09:11:12;001A5528696;Communication with customer;TEAM0010;KM0001952;SD0000833
IM0000615;23-09-2013 09:07:04;001A5528690;Assignment;TEAM0010;KM0001952;SD0000833
IM0000615;23-09-2013 09:11:12;001A5528694;Reassignment;TEAM0010;KM0001952;SD0000833
IM0000615;20-09-2013 15:40:07;001A5517667;Reassignment;TEAM0013;KM0001952;SD0000833
IM0000615;20-09-2013 15:57:26;001A5517715;Operator Update;TEAM0008;KM0001952;SD0000833
IM0000615;02-10-2013 10:01:59;001A5602787;Closed;TEAM0050;KM0001952;SD0000833
IM0000615;02-10-2013 10:01:59;001A5602788;Caused By CI;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 15:57:26;001A5517714;Reassignment;TEAM0008;KM0001952;SD0000833
IM0000615;20-09-2013 15:40:07;001A5517668;Assignment;TEAM0013;KM0001952;SD0000833
IM0000615;20-09-2013 12:53:15;001A5515383;Assignment;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 12:53:15;001A5515384;Status Change;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 12:51:18;001A5515382;Open;TEAM0050;KM0001952;SD0000833
IM0000615;20-09-2013 13:57:44;001A5515528;Update from customer;TEAM0050;KM0001952;SD0000833
IM0000616;26-09-2013 10:59:05;001A5554621;Update;TEAM0013;KM0000659;SD0000834
IM0000616;23-09-2013 14:33:06;001A5532056;Update;TEAM0013;KM0000659;SD0000834
IM0000616;20-09-2013 17:04:07;001A5516398;Reassignment;TEAM0051;KM0000659;SD0000834
IM0000616;23-09-2013 12:58:46;001A5530065;Assignment;TEAM0013;KM0000659;SD0000834
IM0000616;20-09-2013 17:04:07;001A5516399;Operator Update;TEAM0051;KM0000659;SD0000834
IM0000616;23-09-2013 08:17:18;001A5526304;Reassignment;TEAM0042;KM0000659;SD0000834
IM0000616;23-09-2013 08:17:18;001A5526305;Update;TEAM0042;KM0000659;SD0000834
IM0000616;04-10-2013 10:32:14;001A5623057;Closed;TEAM0013;KM0000659;SD0000834
IM0000616;20-09-2013 16:33:37;001A5518257;Open;TEAM9999;KM0000659;SD0000834
IM0000617;24-09-2013 08:42:19;001A5538187;Operator Update;TEAM0003;KM0000563;SD0000835
IM0000617;24-09-2013 08:42:19;001A5538186;Status Change;TEAM0003;KM0000563;SD0000835
IM0000617;24-09-2013 08:42:19;001A5538184;Reassignment;TEAM0003;KM0000563;SD0000835
IM0000617;24-09-2013 08:42:19;001A5538185;Assignment;TEAM0003;KM0000563;SD0000835
IM0000617;23-09-2013 17:17:43;001A5534062;Operator Update;TEAM0004;KM0000563;SD0000835
IM0000617;23-09-2013 17:17:43;001A5534061;Reassignment;TEAM0004;KM0000563;SD0000835
IM0000617;20-09-2013 17:00:57;001A5518294;Operator Update;TEAM0004;KM0000563;SD0000835
IM0000617;27-09-2013 12:02:42;001A5567046;Reassignment;TEAM0005;KM0000563;SD0000835
IM0000617;27-09-2013 12:02:42;001A5567047;Assignment;TEAM0005;KM0000563;SD0000835
IM0000617;27-09-2013 12:02:42;001A5567048;Operator Update;TEAM0005;KM0000563;SD0000835
IM0000617;30-09-2013 08:51:42;001A5571466;Reassignment;TEAM0003;KM0000563;SD0000835
IM0000617;30-09-2013 08:51:42;001A5571468;Operator Update;TEAM0003;KM0000563;SD0000835
IM0000617;30-09-2013 08:51:42;001A5571467;Assignment;TEAM0003;KM0000563;SD0000835
IM0000617;30-09-2013 09:46:19;001A5581312;Affected CI Change;TEAM9999;KM0000563;SD0000835
IM0000617;30-09-2013 09:50:04;001A5579938;Update;TEAM0097;KM0000563;SD0000835
IM0000617;30-09-2013 09:45:51;001A5579926;Update;TEAM0097;KM0000563;SD0000835
IM0000617;30-09-2013 09:50:04;001A5579937;Reassignment;TEAM0097;KM0000563;SD0000835
IM0000617;20-09-2013 16:47:37;001A5516360;Reassignment;TEAM0003;KM0000563;SD0000835
IM0000617;20-09-2013 16:47:37;001A5516361;Operator Update;TEAM0003;KM0000563;SD0000835
IM0000617;20-09-2013 17:00:57;001A5518293;Assignment;TEAM0004;KM0000563;SD0000835
IM0000617;20-09-2013 16:53:59;001A5516373;Operator Update;TEAM0003;KM0000563;SD0000835
IM0000617;23-09-2013 09:26:22;001A5526500;Update from customer;TEAM0004;KM0000563;SD0000835
IM0000617;23-09-2013 09:26:22;001A5526499;Assignment;TEAM0004;KM0000563;SD0000835
IM0000617;30-09-2013 14:39:38;001A5584037;Assignment;TEAM0003;KM0000563;SD0000835
IM0000617;20-09-2013 16:33:46;001A5518258;Open;TEAM0008;KM0000563;SD0000835
IM0000617;15-10-2013 12:52:09;001A5694351;Closed;TEAM0003;KM0000563;SD0000835
IM0000617;15-10-2013 12:52:09;001A5694352;Caused By CI;TEAM0003;KM0000563;SD0000835
IM0000618;24-09-2013 07:51:32;001A5535784;Urgency Change;TEAM0066;KM0001031;SD0000836
IM0000618;24-09-2013 07:51:32;001A5535783;Impact Change;TEAM0066;KM0001031;SD0000836
IM0000618;27-09-2013 16:25:08;001A5569799;Status Change;TEAM0095;KM0001031;SD0000836
IM0000618;27-09-2013 16:25:08;001A5569800;Operator Update;TEAM0095;KM0001031;SD0000836
IM0000618;13-11-2013 10:55:48;001A5918659;Caused By CI;TEAM0093;KM0001031;SD0000836
IM0000618;13-11-2013 10:55:48;001A5918658;Closed;TEAM0093;KM0001031;SD0000836
IM0000618;23-09-2013 10:48:12;001A5526769;Status Change;TEAM0093;KM0001031;SD0000836
IM0000618;23-09-2013 10:48:12;001A5526768;Assignment;TEAM0093;KM0001031;SD0000836
IM0000618;20-09-2013 17:10:21;001A5518305;Open;TEAM0008;KM0001031;SD0000836
IM0000619;03-10-2013 14:12:12;001A5615539;Status Change;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 07:40:28;001A5612559;Reassignment;TEAM0087;KM0000940;#N/B
IM0000619;03-10-2013 13:56:51;001A5615472;Assignment;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 14:18:49;001A5617556;Reassignment;TEAM0008;KM0000940;#N/B
IM0000619;11-10-2013 08:47:19;001A5664860;Closed;TEAM0008;KM0000940;#N/B
IM0000619;20-09-2013 11:27:37;001A5516610;Caused By CI;TEAM0087;KM0000940;#N/B
IM0000619;20-09-2013 11:19:12;001A5515833;Open;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 14:12:13;001A5615540;Update;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 13:56:51;001A5615473;Status Change;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 08:02:01;001A5609927;Operator Update;TEAM0008;KM0000940;#N/B
IM0000619;02-10-2013 16:40:46;001A5610155;Update;TEAM0008;KM0000940;#N/B
IM0000619;02-10-2013 16:40:46;001A5610154;Reopen;TEAM0008;KM0000940;#N/B
IM0000619;02-10-2013 16:40:46;001A5610153;Assignment;TEAM0008;KM0000940;#N/B
IM0000619;03-10-2013 07:40:28;001A5612560;Operator Update;TEAM0087;KM0000940;#N/B
IM0000619;20-09-2013 11:27:37;001A5516609;Closed;TEAM0087;KM0000940;#N/B
IM0000620;25-09-2013 12:51:55;001A5549043;Status Change;TEAM0008;KM0000614;SD0000837
IM0000620;25-09-2013 11:49:31;001A5548891;Assignment;TEAM0003;KM0000614;SD0000837
IM0000620;25-09-2013 12:51:55;001A5549044;Operator Update;TEAM0008;KM0000614;SD0000837
IM0000620;25-09-2013 11:49:31;001A5548892;Operator Update;TEAM0003;KM0000614;SD0000837
IM0000620;25-09-2013 12:51:55;001A5549042;Reassignment;TEAM0008;KM0000614;SD0000837
IM0000620;25-09-2013 11:49:31;001A5548890;Reassignment;TEAM0003;KM0000614;SD0000837
IM0000620;27-09-2013 08:51:52;001A5563824;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;27-09-2013 08:34:25;001A5563775;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;26-09-2013 10:13:07;001A5555770;Operator Update;TEAM0003;KM0000614;SD0000837
IM0000620;26-09-2013 15:02:12;001A5558629;Status Change;TEAM0108;KM0000614;SD0000837
IM0000620;26-09-2013 15:02:12;001A5558630;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;26-09-2013 10:01:40;001A5553122;Assignment;TEAM0108;KM0000614;SD0000837
IM0000620;26-09-2013 10:03:16;001A5553126;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 14:03:02;001A5515535;Reassignment;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 14:03:02;001A5515536;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 16:48:25;001A5518274;Assignment;TEAM0108;KM0000614;SD0000837
IM0000620;30-09-2013 16:04:41;001A5586604;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;30-09-2013 15:03:25;001A5586379;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 14:53:23;001A5516169;Reassignment;TEAM0059;KM0000614;SD0000837
IM0000620;20-09-2013 16:48:25;001A5518273;Reassignment;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 16:48:25;001A5518275;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 14:36:50;001A5516136;Status Change;TEAM0059;KM0000614;SD0000837
IM0000620;23-09-2013 08:47:20;001A5526402;Operator Update;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 08:47:20;001A5526403;External Vendor Assignment;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 08:47:20;001A5526401;Status Change;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 08:47:20;001A5526399;Reassignment;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 10:22:29;001A5526680;Status Change;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 10:22:29;001A5526681;Operator Update;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 09:20:14;001A5526475;Operator Update;TEAM0003;KM0000614;SD0000837
IM0000620;23-09-2013 08:47:20;001A5526400;Assignment;TEAM0003;KM0000614;SD0000837
IM0000620;02-10-2013 17:53:57;001A5610286;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;02-10-2013 17:54:08;001A5610287;Closed;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 13:47:09;001A5516045;Open;TEAM0008;KM0000614;SD0000837
IM0000620;20-09-2013 16:25:47;001A5518253;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 16:02:07;001A5518190;Operator Update;TEAM0059;KM0000614;SD0000837
IM0000620;20-09-2013 14:36:50;001A5516135;Assignment;TEAM0059;KM0000614;SD0000837
IM0000620;20-09-2013 16:25:47;001A5518252;Assignment;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 15:00:57;001A5515664;Reassignment;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 15:00:57;001A5515665;Operator Update;TEAM0108;KM0000614;SD0000837
IM0000620;20-09-2013 16:05:00;001A5518202;Reassignment;TEAM0059;KM0000614;SD0000837
IM0000621;25-09-2013 11:46:15;001A5548876;Assignment;TEAM0008;KM0001308;SD0000839
IM0000621;25-09-2013 14:08:16;001A5550876;Reassignment;TEAM0057;KM0001308;SD0000839
IM0000621;25-09-2013 11:46:19;001A5547346;Closed;TEAM9999;KM0001308;SD0000839
IM0000621;25-09-2013 11:46:15;001A5548877;Operator Update;TEAM0008;KM0001308;SD0000839
IM0000621;25-09-2013 14:08:16;001A5550878;Operator Update;TEAM0057;KM0001308;SD0000839
IM0000621;25-09-2013 14:08:16;001A5550877;Status Change;TEAM0057;KM0001308;SD0000839
IM0000621;26-09-2013 12:54:11;001A5557594;Assignment;TEAM0057;KM0001308;SD0000839
IM0000621;26-09-2013 09:26:18;001A5555699;Reassignment;TEAM0008;KM0001308;SD0000839
IM0000621;26-09-2013 09:26:18;001A5555700;Assignment;TEAM0008;KM0001308;SD0000839
IM0000621;26-09-2013 09:26:18;001A5555701;Communication with customer;TEAM0008;KM0001308;SD0000839
IM0000621;26-09-2013 12:54:11;001A5557595;Status Change;TEAM0057;KM0001308;SD0000839
IM0000621;26-09-2013 12:54:11;001A5557596;Operator Update;TEAM0057;KM0001308;SD0000839
IM0000621;26-09-2013 09:12:22;001A5551667;Assignment;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 10:40:37;001A5530352;Status Change;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 10:38:09;001A5530344;Assignment;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 10:38:09;001A5530345;Status Change;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 10:40:37;001A5530351;Assignment;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 11:06:19;001A5529149;Operator Update;TEAM0057;KM0001308;SD0000839
IM0000621;23-09-2013 11:06:19;001A5529148;Status Change;TEAM0057;KM0001308;SD0000839
IM0000621;23-09-2013 10:40:37;001A5530350;Reassignment;TEAM0008;KM0001308;SD0000839
IM0000621;23-09-2013 11:06:19;001A5529147;Assignment;TEAM0057;KM0001308;SD0000839
IM0000621;21-09-2013 18:07:45;001A5519899;Update;TEAM0031;KM0001308;SD0000839
IM0000621;21-09-2013 18:07:45;001A5519898;Reassignment;TEAM0031;KM0001308;SD0000839
IM0000621;20-09-2013 15:08:24;001A5516199;Open;TEAM0008;KM0001308;SD0000839
IM0000621;02-10-2013 12:14:45;001A5605036;Quality Indicator;TEAM0057;KM0001308;SD0000839
IM0000621;02-10-2013 12:14:45;001A5605035;Caused By CI;TEAM0057;KM0001308;SD0000839
IM0000621;02-10-2013 12:14:45;001A5605034;Closed;TEAM0057;KM0001308;SD0000839
IM0000622;20-09-2013 16:01:19;001A5516283;Open;TEAM0008;KM0001444;SD0000840
IM0000622;20-09-2013 16:02:18;001A5516287;Operator Update;TEAM0008;KM0001444;SD0000840
IM0000622;04-10-2013 10:59:58;001A5625286;Caused By CI;TEAM0008;KM0001444;SD0000840
IM0000622;04-10-2013 10:59:58;001A5625285;Closed;TEAM0008;KM0001444;SD0000840
IM0000622;02-10-2013 11:13:57;001A5606284;Assignment;TEAM0050;KM0001444;SD0000840
IM0000622;02-10-2013 11:13:57;001A5606285;Update;TEAM0050;KM0001444;SD0000840
IM0000622;30-09-2013 15:37:15;001A5584185;Assignment;TEAM0008;KM0001444;SD0000840
IM0000622;20-09-2013 16:02:17;001A5516286;Status Change;TEAM0008;KM0001444;SD0000840
IM0000622;20-09-2013 16:02:17;001A5516285;Assignment;TEAM0008;KM0001444;SD0000840
IM0000623;27-09-2013 11:36:51;001A5564255;Operator Update;TEAM0121;KM0000597;#N/B
IM0000623;27-09-2013 11:36:51;001A5564254;Reassignment;TEAM0121;KM0000597;#N/B
IM0000623;01-10-2013 11:35:08;001A5593537;Assignment;TEAM0008;KM0000597;#N/B
IM0000623;01-10-2013 11:35:08;001A5593539;Update;TEAM0008;KM0000597;#N/B
IM0000623;01-10-2013 11:35:08;001A5593538;Reopen;TEAM0008;KM0000597;#N/B
IM0000623;27-09-2013 12:38:25;001A5567093;Reassignment;TEAM0076;KM0000597;#N/B
IM0000623;27-09-2013 15:21:04;001A5570456;Status Change;TEAM0121;KM0000597;#N/B
IM0000623;27-09-2013 15:21:03;001A5570455;Assignment;TEAM0121;KM0000597;#N/B
IM0000623;27-09-2013 13:29:17;001A5569334;Assignment;TEAM0043;KM0000597;#N/B
IM0000623;27-09-2013 13:36:46;001A5569356;Reassignment;TEAM0043;KM0000597;#N/B
IM0000623;27-09-2013 13:36:46;001A5569357;Assignment;TEAM0043;KM0000597;#N/B
IM0000623;27-09-2013 13:36:46;001A5569358;Operator Update;TEAM0043;KM0000597;#N/B
IM0000623;27-09-2013 15:21:04;001A5570457;Operator Update;TEAM0121;KM0000597;#N/B
IM0000623;03-10-2013 12:34:27;001A5615773;Closed;TEAM0121;KM0000597;#N/B
IM0000623;23-09-2013 10:42:33;001A5529079;Caused By CI;TEAM0121;KM0000597;#N/B
IM0000623;23-09-2013 10:42:33;001A5529078;Closed;TEAM0121;KM0000597;#N/B
IM0000623;23-09-2013 09:34:18;001A5528768;Status Change;TEAM0121;KM0000597;#N/B
IM0000623;23-09-2013 09:34:18;001A5528767;Assignment;TEAM0121;KM0000597;#N/B
IM0000623;01-10-2013 09:46:08;001A5587670;Closed;TEAM0121;KM0000597;#N/B
IM0000623;26-09-2013 17:25:23;001A5560842;Operator Update;TEAM0008;KM0000597;#N/B
IM0000623;26-09-2013 17:24:23;001A5560837;Update;TEAM0008;KM0000597;#N/B
IM0000623;26-09-2013 17:24:23;001A5560836;Reopen;TEAM0008;KM0000597;#N/B
IM0000623;26-09-2013 17:24:23;001A5560835;Assignment;TEAM0008;KM0000597;#N/B
IM0000623;23-09-2013 08:25:27;001A5525545;Reassignment;TEAM0059;KM0000597;#N/B
IM0000623;23-09-2013 08:25:27;001A5525546;Operator Update;TEAM0059;KM0000597;#N/B
IM0000623;20-09-2013 16:52:42;001A5519729;Open;TEAM0008;KM0000597;#N/B
IM0000623;01-10-2013 12:43:34;001A5595072;Operator Update;TEAM0121;KM0000597;#N/B
IM0000623;01-10-2013 12:43:34;001A5595071;Assignment;TEAM0121;KM0000597;#N/B
IM0000623;01-10-2013 15:15:04;001A5595459;Status Change;TEAM0121;KM0000597;#N/B
IM0000624;23-09-2013 11:10:26;001A5530873;Update;TEAM0018;KM0001104;SD0000844
IM0000624;23-09-2013 09:21:24;001A5526476;Open;TEAM0018;KM0001104;SD0000844
IM0000624;23-09-2013 09:23:14;001A5526482;Status Change;TEAM0018;KM0001104;SD0000844
IM0000624;23-09-2013 09:23:14;001A5526483;Update;TEAM0018;KM0001104;SD0000844
IM0000624;02-10-2013 07:59:19;001A5603036;Closed;TEAM0018;KM0001104;SD0000844
IM0000624;02-10-2013 07:59:19;001A5603037;Caused By CI;TEAM0018;KM0001104;SD0000844
IM0000625;08-10-2013 14:56:05;001A5646183;Caused By CI;TEAM0065;KM0000441;SD0000843
IM0000625;01-10-2013 12:17:28;001A5593000;Closed;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 15:01:47;001A5534962;Update;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 15:17:00;001A5533737;Operator Update;TEAM0059;KM0000441;SD0000843
IM0000625;23-09-2013 15:01:47;001A5534960;Reassignment;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 15:02:14;001A5534965;Assignment;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 15:01:47;001A5534961;Status Change;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 13:04:51;001A5531278;Assignment;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 12:32:25;001A5531185;Operator Update;TEAM0077;KM0000441;SD0000843
IM0000625;23-09-2013 12:32:25;001A5531184;Assignment;TEAM0077;KM0000441;SD0000843
IM0000625;23-09-2013 09:46:24;001A5528861;Reassignment;TEAM0049;KM0000441;SD0000843
IM0000625;23-09-2013 13:28:06;001A5531352;Reassignment;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 12:32:25;001A5531183;Reassignment;TEAM0077;KM0000441;SD0000843
IM0000625;23-09-2013 09:46:24;001A5528862;Assignment;TEAM0049;KM0000441;SD0000843
IM0000625;23-09-2013 11:15:46;001A5529172;Assignment;TEAM0077;KM0000441;SD0000843
IM0000625;23-09-2013 09:32:38;001A5528757;Assignment;TEAM0049;KM0000441;SD0000843
IM0000625;23-09-2013 09:46:24;001A5528863;Update;TEAM0049;KM0000441;SD0000843
IM0000625;23-09-2013 13:28:06;001A5531353;Assignment;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 13:28:06;001A5531354;Update;TEAM0065;KM0000441;SD0000843
IM0000625;23-09-2013 09:32:04;001A5528756;Urgency Change;TEAM0066;KM0000441;SD0000843
IM0000625;23-09-2013 09:32:04;001A5528755;Impact Change;TEAM0066;KM0000441;SD0000843
IM0000625;23-09-2013 09:32:04;001A5528754;Update;TEAM0066;KM0000441;SD0000843
IM0000625;23-09-2013 09:24:56;001A5526496;Open;TEAM0010;KM0000441;SD0000843
IM0000626;24-09-2013 16:03:40;001A5541907;Resolved;TEAM0056;KM0001274;SD0000845
IM0000626;24-09-2013 14:24:57;001A5540782;Communication with customer;TEAM0073;KM0001274;SD0000845
IM0000626;23-09-2013 13:52:06;001A5533436;Assignment;TEAM0056;KM0001274;SD0000845
IM0000626;23-09-2013 10:15:33;001A5528281;Affected CI Change;TEAM9999;KM0001274;SD0000845
IM0000626;23-09-2013 10:15:35;001A5528282;Service Change;TEAM9999;KM0001274;SD0000845
IM0000626;23-09-2013 13:43:35;001A5530863;Communication with customer;TEAM0073;KM0001274;SD0000845
IM0000626;23-09-2013 13:43:35;001A5530861;Reassignment;TEAM0073;KM0001274;SD0000845
IM0000626;23-09-2013 13:43:35;001A5530862;Assignment;TEAM0073;KM0001274;SD0000845
